rank,region_id,region_name,state,city,metro,county_name,current_value,appreciation_pct,appreciation_score,velocity_score,distress_score,pricing_power_score,value_gap_score,composite_score,days_to_pending,price_cut_pct,sale_to_list,value_gap_pct,strategy
94,85080,61615,IL,Peoria,"Peoria, IL",Peoria County,242444.5724709381,9.541407909589338,100.0,100.0,69.76764918621011,28.232351592901068,42.302455773016305,68.76399651943126,25.166666666666668,26.424302804460005,0.9965254815758762,154.20500626190812,Value-Add Flip
95,83719,58530,ND,Center,"Bismarck, ND",Oliver County,234550.7178406893,8.79631069260555,100.0,81.25289485873088,57.63484272741053,,,68.71490277429174,39.0,24.65016745440035,,,Value-Add Flip
96,85081,61616,IL,Peoria Heights,"Peoria, IL",Peoria County,113547.13149382318,7.910656588097453,99.73753359144419,100.0,69.76764918621011,28.232351592901068,42.302455773016305,68.6983799172923,25.166666666666668,26.424302804460005,0.9965254815758762,154.20500626190812,Value-Add Flip
97,77347,44838,OH,Hayesville,"Ashland, OH",Ashland County,180737.8500417868,7.60625881410528,97.76974022491163,94.2218619731357,88.77673286226002,,19.424606102505976,68.68721245027676,29.666666666666668,29.203930703120047,,57.776261960103135,Value-Add Flip
98,83126,57070,SD,Viborg,"Sioux Falls, SD",Turner County,247714.2047372721,3.1892745635201836,69.2159430194052,42.345993515516426,75.99446826451538,,89.20270818888699,68.65545548230358,67.0,27.33482749491487,,351.8867164328458,Value-Add Flip
99,77938,46057,IN,Frankfort,"Frankfort, IN",Clinton County,235350.7077235373,5.6813198945006125,85.32588432116974,98.853635942566,100.0,,19.90174545049916,68.63495283430213,26.333333333333332,35.8062459356185,,59.78737527916965,Value-Add Flip
100,77072,44217,OH,Creston,"Wooster, OH",Wayne County,244170.92253783144,4.443956960705342,77.32689490287592,92.13756368689208,86.58968375698515,,42.54077511900112,68.60548880990011,31.166666666666668,28.884126613014388,,155.20950780410354,Value-Add Flip
101,79305,48649,MI,Oakley,"Saginaw, MI",Saginaw County,180237.2395191587,6.9265101103642746,93.37547356327356,88.20055581287633,66.24754293323345,,45.00506844809853,68.57472746142116,34.0,25.90957070512428,,165.5963542402213,Value-Add Flip
102,93516,80731,CO,,"Sterling, CO",Phillips County,266354.453666814,8.06809949503919,100.0,,29.515123086301198,,90.4482799942009,68.51509461581047,,20.538325003235528,,357.1367258023441,Value-Add Flip
103,77283,44676,OH,Shreve,"Wooster, OH",Wayne County,242242.9195749125,4.344334918339305,76.68288364235548,92.13756368689208,86.58968375698515,,42.54077511900112,68.44448599476999,31.166666666666668,28.884126613014388,,155.20950780410354,Value-Add Flip
104,77456,45123,OH,Greenfield,"Chillicothe, OH",Highland County,162935.3042831564,4.903714550069426,80.29901891908801,87.50578971746178,90.80310360791697,,37.95252798844442,68.34937590608578,34.5,29.5002393918315,,135.8703253320617,Value-Add Flip
105,417467,60958,IL,Hopkins Park,"Kankakee, IL",Kankakee County,106932.15590847726,18.58183071963513,100.0,86.3478462251042,76.61164012677037,,30.19869245661645,68.32417807327381,35.333333333333336,27.425074250404368,,103.1883803667239,Value-Add Flip
106,87766,67853,KS,Ingalls,"Garden City, KS",Gray County,271028.07710373,4.223488801949011,75.90166838218688,,46.669969688287225,,100.0,68.30941103320416,,23.0468146824194,,410.85853680647705,Value-Add Flip
107,86767,65301,MO,Sedalia,"Sedalia, MO",Pettis County,180629.6870484039,7.438321746835479,96.68410335367439,67.82075034738304,86.47611161569368,,36.432353459808176,68.24744907861684,48.666666666666664,28.867519379450464,,129.4628821926422,Value-Add Flip
108,65182,17774,PA,Unityville,"Williamsport, PA",Lycoming County,290246.5995718344,9.396665537046314,100.0,83.80037054191754,89.26847880701163,,20.941427905506025,68.15910831906646,37.166666666666664,29.275836891255075,,64.16957356497093,Value-Add Flip
109,79264,48602,MI,Saginaw,"Saginaw, MI",Saginaw County,79592.6854270473,6.665505694569382,91.68819855038171,88.20055581287633,66.24754293323345,,45.00506844809853,68.1529087081982,34.0,25.90957070512428,,165.5963542402213,Value-Add Flip
